S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
152,1,1,0.737,0.263,Shella,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
1793,1,1,0.961,0.039,Sansa Stark,Princess,0.0,Northmen,286.0,,,,,House Stark,Tyrion Lannister,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,19.0,0.6666666666666666,1,1.0,1.0,1
350,1,0,0.371,0.629,Ben Bones,,1.0,,,,,,,House Bolton,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0334448160535117,1
1500,1,1,0.621,0.379,Edric Dayne,Lord of Starfall,1.0,Dornishmen,287.0,,,,,House Dayne,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,18.0,0.0,0,0.0,0.0836120401337792,1
821,1,1,0.984,0.016,Old Tattersalt,,1.0,,,,,,,Night's Watch,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
1,0,0,0.054,0.946,Viserys II Targaryen,,1.0,,,,Rhaenyra Targaryen,Daemon Targaryen,Aegon IV Targaryen,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.7333333333333333,1,1.0,0.605351170568561,0
93,0,1,0.979,0.021,Richard Farrow,Ser,0.0,,,299.0,,,,House Farrow,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,0
1688,0,1,0.887,0.113,Eddard Karstark,,1.0,Northmen,,298.0,,,,House Karstark,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0735785953177257,0
971,1,1,0.997,0.003,Daegon Shepherd,,0.0,Ironborn,,,,,,House Shepherd,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
1008,1,0,0.043,0.957,Edmyn Tully,Riverrun,1.0,Rivermen,,,,,,House Tully,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,1.0,0.357859531772575,1
22,1,0,0.022,0.978,Willis Fell,Ser,0.0,,,,,,,House Fell,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
931,0,1,0.749,0.251,Benfrey Frey,Ser,1.0,,271.0,299.0,,,,House Frey,Jyanna Frey,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,28.0,0.0,0,0.0,0.0735785953177257,0
1164,1,0,0.226,0.774,Leonella Lefford,,0.0,,,,,,,House Lefford,Lothar Frey,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0802675585284281,1
409,1,1,0.958,0.042,Cerrick,Maester,1.0,Ironborn,,,,,,House Webber,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
658,1,0,0.122,0.878,Joseth,,1.0,,,,,,,House Stark,,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0301003344481605,1
1453,1,0,0.31,0.69,Wynafrei Whent,,0.0,,,,,,,House Whent,Danwell Frey,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.133779264214046,1
1375,1,1,0.998,0.002,Sylas Flatnose,King of the Iron Islands,1.0,Ironborn,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
321,1,1,0.767,0.233,Arneld,Ser,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0033444816053511,1
1943,0,1,0.987,0.013,Reek,,1.0,,,299.0,,,,House Bolton,,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0969899665551839,0
1719,1,1,0.937,0.063,Hallyne,LordWisdom,1.0,,,,,,,Alchemists' Guild,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0869565217391304,1
245,1,1,0.773,0.227,Walda Frey (daughter of Walton),,0.0,,280.0,,,,,House Frey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,25.0,0.0,0,0.0,0.0,1
1280,0,1,0.746,0.254,Owen Norrey,,0.0,Northern mountain clans,,299.0,,,,House Norrey,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0301003344481605,0
504,1,1,0.985,0.015,Eustace (Braavos),Septon,0.0,,,,,,,Faith of the Seven,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
957,0,1,0.76,0.24,Clarent Crakehall,Ser,0.0,,,130.0,,,,House Crakehall,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,0
689,1,1,0.712,0.288,Layna,,0.0,,279.0,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,26.0,0.0,0,0.0,0.0234113712374581,1
476,0,0,0.443,0.557,Dykk Harlaw,,1.0,,,299.0,,,,House Harlaw,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,0
1416,0,1,0.704,0.296,Tytos Frey,Ser,1.0,,261.0,299.0,,,,House Frey,Zhoe Blanetree,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,38.0,0.0,0,0.0,0.0635451505016722,0
1579,0,0,0.272,0.728,Oberyn Martell,Ser,1.0,Dornishmen,257.0,300.0,,,,House Martell,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,43.0,0.3333333333333333,1,1.0,0.77257525083612,0
1097,1,1,0.76,0.24,Hoster Frey,,1.0,,287.0,,,,,House Frey,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,18.0,0.0,0,0.0,0.0903010033444816,1
1506,1,1,0.694,0.306,Galbart Glover,Master of Deepwood Motte,1.0,Northmen,,,,,,House Glover,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.120401337792642,1
636,0,0,0.002,0.998,Jeyne Waters,,1.0,Westeros,171.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,100.0,0.0,0,0.0,0.0735785953177257,0
1496,0,1,0.737,0.263,Dalla,,0.0,Free Folk,,300.0,,,,,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0869565217391304,0
1064,1,0,0.086,0.914,Gorne,King-Beyond-the-Wall,1.0,Free Folk,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0535117056856187,1
1751,1,0,0.496,0.504,Joss Stilwood,,1.0,,,,,,,House Clegane,,1.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
789,1,1,0.767,0.233,Mors Manwoody,,1.0,,,,,,,House Manwoody,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
1147,1,1,0.915,0.085,Karlon Stark,Karl's Hold,1.0,Northmen,,,,,,House Stark,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
140,1,0,0.212,0.788,Sailor's Wife,,0.0,,,,,,,Happy Port,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0468227424749163,1
1537,1,0,0.018,0.982,Lancel Lannister,Ser,1.0,,282.0,,,,,House Lannister of Casterly Rock,Amerei Frey,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,23.0,0.3333333333333333,1,1.0,0.478260869565217,1
1295,1,1,0.987,0.013,Quenton Hightower,Hightower,1.0,,,,,,,House Hightower,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
1263,0,1,0.896,0.104,Ollo Lophand,,1.0,Tyroshi,,300.0,,,,Night's Watch,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0367892976588628,0
561,1,1,0.988,0.012,Gyles,Ser,0.0,,,,,,,Kingsguard,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0033444816053511,1
229,1,1,0.996,0.004,Urek Ironmaker,,1.0,Ironborn,,,,,,House Ironmaker,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
740,0,1,0.76,0.24,Maerie (Whore),,0.0,,,299.0,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,0
1717,1,1,0.937,0.063,Gylbert Farwynd,Lonely Light,1.0,Ironborn,,,,,,House Farwynd of the Lonely Light,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.040133779264214,1
1684,1,0,0.082,0.918,Davos Seaworth,Ser,1.0,Westeros,260.0,,,,,House Seaworth,Marya Seaworth,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,45.0,0.06666666666666667,1,1.0,0.969899665551839,1
648,1,1,0.993,0.007,Jon Penny,,0.0,,,,,,,House Penny,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
793,1,1,0.735,0.265,Mudge (brotherhood),,0.0,,,,,,,Brotherhood without banners,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
1319,0,0,0.233,0.767,Robert Brax,Ser,0.0,,,299.0,,,,House Brax,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0468227424749163,0
418,1,0,0.444,0.556,Cleyton Caswell,Ser,0.0,,,,,,,House Caswell,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0033444816053511,1
1237,1,1,0.784,0.216,Moelle,Septa,0.0,,,,,,,Faith of the Seven,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0301003344481605,1
776,1,1,0.988,0.012,Merling Queen,,0.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
892,1,1,0.981,0.019,Alyn Connington,Ser,0.0,,,,,,,House Connington,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.060200668896321,1
733,1,1,0.702,0.298,Lyonel (knight),Ser,1.0,,,,,,,House Lannister,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
1464,1,1,0.703,0.297,Androw Ashford,Ser,1.0,Reach,,,,,,House Ashford,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
1001,0,1,0.7,0.3,Donnel Locke,Ser,0.0,,,299.0,,,,House Locke,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0367892976588628,0
1055,1,1,0.683,0.317,Gerald Gower,Ser,0.0,,,,,,,House Gower,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
869,1,0,0.487,0.513,Qarl Kenning,,0.0,Ironborn,,,,,,House Kenning of Harlaw,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
1743,1,0,0.468,0.532,Jason Mallister,Seagard,1.0,Riverlands,,,,,,House Mallister,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.127090301003344,1
1643,1,0,0.365,0.635,Asha Greyjoy,Black Wind,0.0,Ironborn,275.0,,,,,House Greyjoy,Erik Ironmaker,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,30.0,0.0,0,1.0,0.709030100334448,1
1360,1,1,0.761,0.239,Serra Frey,,0.0,,285.0,,,,,House Frey,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,20.0,0.0,0,0.0,0.137123745819397,1
1593,1,1,0.751,0.249,Paxter Redwyne,Arbor,1.0,,,,,,,House Redwyne,Mina Tyrell,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.0,0,1.0,0.511705685618729,1
230,1,1,0.767,0.233,Urrathon,,0.0,Qartheen,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
1759,1,1,0.838,0.162,Lothar Frey,Twins,1.0,Rivermen,264.0,,,,,House Frey,Leonella Lefford,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,41.0,0.06666666666666667,1,0.0,0.17391304347826,1
774,1,0,0.116,0.884,Mellos,Grand Maester,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.237458193979933,1
1692,0,0,0.476,0.524,Elia Martell,Princess,0.0,,256.0,283.0,,,,,Rhaegar Targaryen,1.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,27.0,0.4666666666666667,1,1.0,0.441471571906354,0
612,1,1,0.951,0.049,Hugh Beesbury,Ser,0.0,,,,,,,House Beesbury,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
1795,1,0,0.085,0.915,Jaqen H'ghar,,1.0,,,,,,,Faceless Men,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.20066889632107,1
21,1,1,0.974,0.026,Willis Wode,Ser,1.0,,,,,,,House Wode,,1.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,1
161,1,1,0.817,0.183,Skittrick,,0.0,Northmen,,,,,,House Stark,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
1432,1,1,0.703,0.297,Walder Brax,,0.0,,293.0,,,,,House Brax,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,12.0,0.0,0,0.0,0.11705685618729,1
203,1,1,0.826,0.174,TomToo,,0.0,Northmen,,,,,,House Stark,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
285,0,0,0.003,0.997,Aegon III Targaryen,,1.0,Valyrian,,,Rhaenyra Targaryen,Daemon Targaryen,Daeron I Targaryen,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.5333333333333333,1,1.0,0.625418060200668,0
55,1,0,0.352,0.648,Margaery Tyrell,Seven Kingdoms,0.0,Reach,283.0,,,,,House Tyrell,Renly Baratheon,1.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,22.0,0.2,1,1.0,1.0,1
1170,0,0,0.215,0.785,Lorent Marbrand,Ser,1.0,Westerman,,130.0,,,,House Marbrand,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0735785953177257,0
1094,1,1,0.767,0.233,Hobber Redwyne,Ser,1.0,Reach,,,,,,House Redwyne,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.214046822742474,1
357,1,1,0.988,0.012,Beqqo,,0.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
1753,1,1,0.986,0.014,Lady of the Leaves,Lady of the Leaves,0.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,1
52,0,0,0.021,0.979,Laenor Velaryon,Ser,1.0,Valyrian,94.0,120.0,,,,House Velaryon,Rhaenyra Targaryen,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,26.0,0.0,0,0.0,0.193979933110367,0
1503,1,0,0.439,0.561,Ellaria Sand,,0.0,Dornish,,,,,,House Uller,Oberyn Martell,0.0,0.0,1.0,1.0,1.0,,,,0.0,1.0,0.0,,0.13333333333333333,1,0.0,0.160535117056856,1
491,0,1,0.715,0.285,Elza,,0.0,Meereenese,,294.0,,,,House of Galare,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,0
852,1,1,0.988,0.012,Perros Blackmont,,1.0,Dornish,,,,,,House Blackmont,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
1238,1,1,0.951,0.049,Monterys Velaryon,Lord of the Tides,1.0,,293.0,,,,,House Velaryon,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,12.0,0.0,0,0.0,0.020066889632107,1
819,1,1,0.99,0.01,Old Crackbones,,1.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
181,1,1,0.714,0.286,Tagganaro,,1.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0301003344481605,1
676,0,0,0.193,0.807,Koss,,1.0,,,299.0,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0367892976588628,0
395,1,1,0.989,0.011,Byron,Ser,0.0,,,,,,,House Baelish,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,1
217,1,0,0.4,0.6,Tumco Lho,Ser,1.0,Ghiscari,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0301003344481605,1
806,1,1,0.795,0.205,Nan,,0.0,,,,,,,House Stark,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0969899665551839,1
175,0,0,0.494,0.506,Stone Thumbs,,0.0,Free Folk,,299.0,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,0
1410,0,0,0.085,0.915,Tybolt Lannister,Ser,1.0,Westerman,,212.0,,,,House Lannister,Teora Kyndall,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.0769230769230769,0
994,1,1,0.978,0.022,Deziel Dalt,Knight,1.0,,,,,,,House Dalt,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,1
443,0,0,0.158,0.842,Damon Lannister (lord),Casterly Rock,1.0,Westerman,,210.0,,,,House Lannister,Cerissa Brax,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.0,0
338,1,1,0.882,0.118,Barth (brewer),,1.0,,,,,,,House Stark,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
1455,1,1,0.725,0.275,Zachery Frey,,1.0,,287.0,,,,,House Frey,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,18.0,0.0,0,0.0,0.0468227424749163,1
263,1,1,0.758,0.242,Wayn (guard),,1.0,Northmen,,,,,,House Stark,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
603,1,1,0.976,0.024,Herbert Bolling,Ser,0.0,,,,,,,House Bolling,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
209,0,1,0.803,0.197,Tregar,,0.0,,,298.0,,,,House Lannister,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,0
973,1,1,0.809,0.191,Dafyn Vance,Ser,0.0,,,,,,,House Vance,Maegelle Frey,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.103678929765886,1
264,1,1,0.724,0.276,Weasel,,1.0,,296.0,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,9.0,0.0,0,0.0,0.0167224080267558,1
1546,1,1,0.813,0.187,Mace Tyrell,Highgarden,1.0,,256.0,,,,,House Tyrell,Alerie Hightower,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,49.0,0.06666666666666667,1,1.0,0.856187290969899,1
591,1,1,0.968,0.032,Harry Sawyer,Ser,0.0,,,,,,,House Sawyer,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
574,0,1,0.988,0.012,Hamish the Harper,,0.0,,,300.0,,,,,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,0
1083,1,1,0.643,0.357,Harlan Hunter,Ser,1.0,,,,,,,House Hunter,,1.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,1
593,1,0,0.152,0.848,Harwyn Hoare,,1.0,,,,,Qhorwyn Hoare,Halleck Hoare,,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,0.0,0,0.0,0.100334448160535,1
3,1,0,0.493,0.507,Addison Hill,Ser,1.0,,,,,,,House Swyft,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.267558528428093,1
751,1,1,0.76,0.24,Manfryd Yew,Ser,0.0,,,,,,,House Yew,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,1
1441,1,1,0.768,0.232,Waltyr Frey,,1.0,,289.0,,,,,House Frey,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,16.0,0.0,0,0.0,0.0501672240802675,1
1119,1,1,0.825,0.175,Jasper Redfort,Ser,0.0,Valemen,,,,,,House Redfort,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
183,1,1,0.982,0.018,Talea,,0.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
1242,1,1,0.723,0.277,Morton Waynwood,Ser,1.0,,,,,,,House Waynwood,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0367892976588628,1
10,1,0,0.391,0.609,Wilbert Osgrey,Ser,1.0,,,,,,,House Osgrey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,1
1046,1,1,0.878,0.122,Garse Flowers,,1.0,,,,,,,House Tyrell,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.130434782608695,1
223,1,1,0.725,0.275,Tywin Frey (son of Raymund),,1.0,,299.0,,,,,House Frey,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,6.0,0.0,0,0.0,0.133779264214046,1
753,1,0,0.193,0.807,Marghaz zo Loraq,,1.0,Ghiscari,,,,,,House of Loraq,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0334448160535117,1
1244,1,1,0.984,0.016,Mullin,Maester,0.0,,,,,,,Night's Watch,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
1043,0,1,0.736,0.264,Garth of Greenaway,,1.0,,,300.0,,,,Night's Watch,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0301003344481605,0
1848,0,1,0.512,0.488,Ygritte,,1.0,Wildling,280.0,299.0,,,,Mance Rayder,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,19.0,0.0,0,0.0,0.244147157190635,0
792,1,0,0.116,0.884,Mother Mole,,0.0,Free Folk,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0434782608695652,1
331,1,0,0.057,0.943,Baelon Targaryen (son of Aerys),Lord of Dragonstone,0.0,Valyrian,,,,,,House Targaryen,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0434782608695652,1
810,1,1,0.748,0.252,Nissa Nissa,,1.0,,,,,,,,Azor Ahai,0.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.020066889632107,1
89,0,1,0.763,0.237,Rhaenys Targaryen (daughter of Rhaegar),Princess,0.0,,280.0,283.0,,,,House Targaryen,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,3.0,0.6666666666666666,1,0.0,0.244147157190635,0
1196,1,0,0.31,0.69,Hosteen Frey,Ser,1.0,,249.0,,,,,House Frey,Bellena Hawick,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,56.0,0.0,0,0.0,0.274247491638795,1
40,1,1,0.98,0.02,Yorko Terys,,1.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
1071,0,0,0.195,0.805,Guncer Sunglass,Sweetport Sound,1.0,,,299.0,,,,House Sunglass,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.040133779264214,0
577,1,0,0.193,0.807,Hareth (Mole's Town),,1.0,,,,,,,Night's Watch,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0501672240802675,1
1525,0,0,0.089,0.911,Jasper Wylde,Rain House,1.0,,,130.0,,,,House Wylde,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.250836120401337,0
1842,1,1,0.677,0.323,Josmyn Peckledon,,1.0,,284.0,,,,,House Peckledon,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,21.0,0.0,0,0.0,0.0501672240802675,1
1691,1,0,0.028,0.972,Edmure Tully,Ser,1.0,Rivermen,267.0,,,,,House Tully,Roslin Frey,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,38.0,0.5333333333333333,1,1.0,0.655518394648829,1
1203,0,0,0.308,0.692,Mallador Locke,Ser,1.0,,,299.0,,,,Night's Watch,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,0
1467,1,0,0.315,0.685,Arya Stark,Princess,0.0,Northmen,289.0,,,,,House Stark,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,16.0,0.5333333333333333,1,1.0,1.0,1
1192,0,1,0.529,0.471,Craster,,1.0,Free Folk,,299.0,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.170568561872909,0
1426,0,0,0.243,0.757,Vickon Greyjoy,Lord Reaper of Pyke,0.0,,,33.0,,,,House Greyjoy,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0367892976588628,0
1814,0,1,0.57,0.43,Rickard Karstark,Karhold,1.0,Northmen,,299.0,,,,House Karstark,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.06666666666666667,1,0.0,0.23076923076923,0
417,1,1,0.984,0.016,Clement,Brother,1.0,,251.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,54.0,0.0,0,0.0,0.0133779264214046,1
